task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating
"Write to field representatives, medical personnel, or others to obtain further information, quote rates, or explain company underwriting policies.",Insurance Underwriters,1,3.0,3.0,3,3,3.0,3.0
Accept credit applications and verify credit references to provide check-cashing authorization or to establish house credit accounts.,Gambling Change Persons and Booth Cashiers,1,2.0,2.0,2,2,2.0,2.0
Act as an advocate for farmers or farmers' groups.,Farm and Home Management Educators,1,2.0,2.0,2,2,2.0,2.0
"Adjust controls to regulate specified temperature and humidity of animal quarters, nurseries, or exhibit areas.",Animal Caretakers,1,2.0,2.0,2,2,2.0,2.0
Administer immunizations or other basic preventive treatments.,Community Health Workers,1,2.0,2.0,2,2,2.0,2.0
"Administer prescribed medications or start intravenous fluids, noting times and amounts on patients' charts.",Licensed Practical and Licensed Vocational Nurses,1,2.0,2.0,2,2,2.0,2.0
"Advise and instruct teachers employed in school systems by providing activities, such as in-service seminars.","Education Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Advise clients or community groups on issues related to diagnostic screenings, such as breast cancer screening, pap smears, glaucoma tests, or diabetes screenings.",Community Health Workers,1,2.0,2.0,2,2,2.0,2.0
"Advise clients or community groups on issues related to self-care, such as diabetes management.",Community Health Workers,1,2.0,2.0,2,2,2.0,2.0
Advise crews in techniques of stowing dangerous and heavy cargo.,Transportation Inspectors,1,2.0,2.0,2,2,2.0,2.0
"Advise dancers on standing and moving properly, teaching correct dance techniques to help prevent injuries.",Choreographers,1,2.0,2.0,2,2,2.0,2.0
Advise education professionals of students' physical abilities or disabilities and the accommodations required to enhance their school performance.,Adapted Physical Education Specialists,1,2.0,2.0,2,2,2.0,2.0
"Advise managers, desk clerks, or admitting personnel of rooms ready for occupancy.",First-Line Supervisors of Housekeeping and Janitorial Workers,1,2.0,2.0,2,2,2.0,2.0
Advocate for accessible health care that minimizes environmental health risks.,Nurse Practitioners,1,2.0,2.0,2,2,2.0,2.0
Advocate for individual or community health needs with government agencies or health service providers.,Community Health Workers,1,2.0,2.0,2,2,2.0,2.0
"Analyze information related to transportation, such as land use policies, environmental impact of projects, or long-range planning needs.",Transportation Planners,1,2.0,2.0,2,2,2.0,2.0
"Answer telephones, responding to questions or requests.",Pharmacy Technicians,1,2.0,2.0,2,2,2.0,2.0
"Apply operation or identification tags or labels to system components, as required.",Solar Thermal Installers and Technicians,1,2.0,2.0,2,2,2.0,2.0
Arrange monies received in cash boxes and coin dispensers according to denomination.,Tellers,1,2.0,2.0,2,2,2.0,2.0
Assemble audio and video equipment.,"Disc Jockeys, Except Radio",1,2.0,2.0,2,2,2.0,2.0
"Assess eligibility of potential subjects through methods such as screening interviews, reviews of medical records, or discussions with physicians and nurses.",Clinical Research Coordinators,1,2.0,2.0,2,2,2.0,2.0
Assess students' progress throughout tutoring sessions.,Tutors,1,2.0,2.0,2,2,2.0,2.0
Assist clients in obtaining insurance reimbursements.,Freight Forwarders,1,2.0,2.0,2,2,2.0,2.0
Assist educational specialists or clinical psychologists in administering situational or diagnostic tests to measure client's abilities or progress.,Occupational Therapy Aides,1,2.0,2.0,2,2,2.0,2.0
Assist educational specialists or clinical psychologists in administering situational or diagnostic tests to measure client's abilities or progress.,Occupational Therapy Assistants,1,2.0,2.0,2,2,2.0,2.0
Assist in responding to aircraft and medical emergencies.,Airfield Operations Specialists,1,2.0,2.0,2,2,2.0,2.0
"Assist in the preparation of sealed radioactive materials, such as cobalt, radium, cesium, or isotopes, for use in radiation treatments.",Radiation Therapists,1,2.0,2.0,2,2,2.0,2.0
"Assist speech-language pathologists in the conduct of client screenings or assessments of language, voice, fluency, articulation, or hearing.",Speech-Language Pathology Assistants,1,2.0,2.0,2,2,2.0,2.0
Chart conditions of decay and disease for diagnosis and treatment by dentist.,Dental Hygienists,1,2.0,2.0,2,2,2.0,2.0
"Clean and restock operating room, gathering and placing equipment and supplies and arranging instruments according to instructions, such as a preference card.",Surgical Technologists,1,2.0,2.0,2,2,2.0,2.0
Close entry areas following security breaches or reopen areas after receiving notification that the airport is secure.,Transportation Security Screeners,1,2.0,2.0,2,2,2.0,2.0
Coach client representatives in effective communication with the public or with employees.,Public Relations Specialists,1,2.0,2.0,2,2,2.0,2.0
Collaborate with law enforcement to investigate and solve external theft or fraud cases.,Loss Prevention Managers,1,2.0,2.0,2,2,2.0,2.0
Collect and document patients' pre-anesthetic health histories.,Anesthesiologist Assistants,1,2.0,2.0,2,2,2.0,2.0
"Collect and examine product samples during production to test them for quality, color, content, consistency, viscosity, acidity, or specific gravity.",Food Cooking Machine Operators and Tenders,1,2.0,2.0,2,2,2.0,2.0
"Collect and record patient information, such as medical history or examination results, in electronic or handwritten medical records.",Emergency Medicine Physicians,1,2.0,2.0,2,2,2.0,2.0
"Collect, record, and maintain patient information, such as medical histories, reports, or examination results.",Obstetricians and Gynecologists,1,2.0,2.0,2,2,2.0,2.0
"Collect, record, and maintain patient information, such as medical history, reports, or examination results.",Family Medicine Physicians,1,2.0,2.0,2,2,2.0,2.0
"Collect, record, and maintain patient information, such as medical history, reports, or examination results.",General Internal Medicine Physicians,1,2.0,2.0,2,2,2.0,2.0
"Collect, record, and maintain patient information, such as medical history, reports, or examination results.","Pediatricians, General",1,2.0,2.0,2,2,2.0,2.0
Compare findings from one site with archeological data from other sites to find similarities or differences.,Anthropologists and Archeologists,1,2.0,2.0,2,2,2.0,2.0
Compile and maintain patients' medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts.,Medical Records Specialists,1,2.0,2.0,2,2,2.0,2.0
Complete and maintain necessary records.,Occupational Therapists,1,2.0,2.0,2,2,2.0,2.0
"Compound, package, and label pharmaceutical products, under direction of pharmacist.",Pharmacy Aides,1,2.0,2.0,2,2,2.0,2.0
"Compute cost estimates of different conservation practices, based on needs of land users, maintenance requirements, or life expectancy of practices.",Conservation Scientists,1,2.0,2.0,2,2,2.0,2.0
"Conduct classes or demonstrations, or train other workers.",Floral Designers,1,2.0,2.0,2,2,2.0,2.0
"Conduct employee training in equipment operations or work and safety procedures, or assign employee training to experienced workers.",First-Line Supervisors of Production and Operating Workers,1,2.0,2.0,2,2,2.0,2.0
Conduct exit interviews and ensure that necessary employment termination paperwork is completed.,Human Resources Specialists,1,2.0,2.0,2,2,2.0,2.0
Conduct exit interviews to identify reasons for employee termination.,Human Resources Managers,1,2.0,2.0,2,2,2.0,2.0
"Conduct experiments investigating how soil forms, changes, or interacts with land-based ecosystems or living organisms.",Soil and Plant Scientists,1,2.0,2.0,2,2,2.0,2.0
Conduct interviews to obtain information or evidence regarding communicable diseases or violations of health or sanitation regulations.,Occupational Health and Safety Technicians,1,2.0,2.0,2,2,2.0,2.0
"Conduct research to determine best methods of planting, spraying, cultivating, harvesting, storing, processing, or transporting horticultural products.",Soil and Plant Scientists,1,2.0,2.0,2,2,2.0,2.0
"Conduct seminars or workshops on financial planning topics, such as retirement planning, estate planning, or the evaluation of severance packages.",Personal Financial Advisors,1,2.0,2.0,2,2,2.0,2.0
Conduct specified laboratory tests.,Registered Nurses,1,2.0,2.0,2,2,2.0,2.0
"Conduct test runs with completed tools or dies to ensure that parts meet specifications, making adjustments as necessary.",Tool and Die Makers,1,2.0,2.0,2,2,2.0,2.0
"Conduct training sessions on selection, use, and design of audio-visual materials and on operation of presentation equipment.",Audio and Video Technicians,1,2.0,2.0,2,2,2.0,2.0
Confer with legal authorities to ensure that renting and advertising practices are not discriminatory and that properties comply with state and federal regulations.,"Property, Real Estate, and Community Association Managers",1,2.0,2.0,2,2,2.0,2.0
"Confer with other financial engineers or analysts on trading strategies, market dynamics, or trading system performance to inform development of quantitative techniques.",Financial Quantitative Analysts,1,2.0,2.0,2,2,2.0,2.0
Confer with personnel concerned to ensure successful functioning of newly implemented systems or procedures.,Management Analysts,1,2.0,2.0,2,2,2.0,2.0
"Confer with staff, users, and vendors to discuss defective or unacceptable goods or services and determine corrective action.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",1,2.0,2.0,2,2,2.0,2.0
Consider environmental sustainability factors when determining merchandise packing methods.,Freight Forwarders,1,2.0,2.0,2,2,2.0,2.0
"Consult with clients, vendors, personnel in other departments, or construction foremen to discuss and formulate estimates and resolve issues.",Cost Estimators,1,2.0,2.0,2,2,2.0,2.0
Consult with government regulatory and licensing agencies to ensure the institution's conformance with applicable standards.,"Education Administrators, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Consult with, or serve as, technical liaison between business, industry, government, and union officials.","Compensation, Benefits, and Job Analysis Specialists",1,2.0,2.0,2,2,2.0,2.0
Contact clients periodically to determine any changes in their financial status.,Personal Financial Advisors,1,2.0,2.0,2,2,2.0,2.0
"Contact or interview claimants, doctors, medical specialists, or employers to get additional information.","Claims Adjusters, Examiners, and Investigators",1,2.0,2.0,2,2,2.0,2.0
"Coordinate activities of workers engaged in cataloging, distributing, and maintaining educational materials and equipment in curriculum libraries and laboratories.",Instructional Coordinators,1,2.0,2.0,2,2,2.0,2.0
Coordinate activities with other departments to ensure that services are provided in an efficient and timely manner.,First-Line Supervisors of Housekeeping and Janitorial Workers,1,2.0,2.0,2,2,2.0,2.0
"Coordinate planning, budgeting, or purchasing for all the food operations within establishments such as clubs, hotels, or restaurant chains.",Chefs and Head Cooks,1,2.0,2.0,2,2,2.0,2.0
"Counsel student athletes on academic, athletic, and personal issues.",Coaches and Scouts,1,2.0,2.0,2,2,2.0,2.0
Create developmentally appropriate lesson plans.,Childcare Workers,1,2.0,2.0,2,2,2.0,2.0
"Create or implement security standards, policies, and procedures.",Security Managers,1,2.0,2.0,2,2,2.0,2.0
"Create wind energy project plans, including project scope, goals, tasks, resources, schedules, costs, contingencies, or other project information.",Wind Energy Development Managers,1,2.0,2.0,2,2,2.0,2.0
Cut designs in molds or other materials to be used as models in the fabrication of metal and jewelry products.,Jewelers and Precious Stone and Metal Workers,1,2.0,2.0,2,2,2.0,2.0
"Define and analyze objectives, scope, issues, or organizational impact of information systems.",Computer Systems Engineers/Architects,1,2.0,2.0,2,2,2.0,2.0
"Design security policies, programs, or practices to ensure adequate security relating to alarm response, access card use, and other security needs.",Security Management Specialists,1,2.0,2.0,2,2,2.0,2.0
Determine scientific or technical goals within broad outlines provided by top management and make detailed plans to accomplish these goals.,Natural Sciences Managers,1,2.0,2.0,2,2,2.0,2.0
Determine system performance standards.,Software Developers,1,2.0,2.0,2,2,2.0,2.0
"Determine the best layout of pattern pieces to minimize waste of material, and mark fabric accordingly.",Fabric and Apparel Patternmakers,1,2.0,2.0,2,2,2.0,2.0
Determine the germination rates of seeds planted in specified areas.,Agricultural Technicians,1,2.0,2.0,2,2,2.0,2.0
"Determine types or quantities of crops, plants, or livestock to be grown and raised, based on budgets, federal incentives, market conditions, executive directives, projected sales volumes, or soil conditions.","Farmers, Ranchers, and Other Agricultural Managers",1,2.0,2.0,2,2,2.0,2.0
Develop Web site performance metrics.,Web Administrators,1,2.0,2.0,2,2,2.0,2.0
"Develop and interpret organizational goals, policies, and procedures.",Computer and Information Research Scientists,1,2.0,2.0,2,2,2.0,2.0
Develop and perform tests and evaluations of emergency management plans in accordance with state and federal regulations.,Emergency Management Directors,1,2.0,2.0,2,2,2.0,2.0
Develop and test theories concerning the origin and development of past cultures.,Anthropologists and Archeologists,1,2.0,2.0,2,2,2.0,2.0
Develop community or corporate recycling plans and goals to minimize waste and conform to resource constraints.,Recycling Coordinators,1,2.0,2.0,2,2,2.0,2.0
"Develop design criteria for aeronautical or aerospace products or systems, including testing methods, production costs, quality standards, environmental standards, or completion dates.",Aerospace Engineers,1,2.0,2.0,2,2,2.0,2.0
"Develop design specifications and functional requirements for residential, commercial, or industrial solar energy systems or components.",Solar Energy Systems Engineers,1,2.0,2.0,2,2,2.0,2.0
"Develop methods to monitor employee satisfaction with policies or working conditions, including grievance or complaint procedures.",Labor Relations Specialists,1,2.0,2.0,2,2,2.0,2.0
Develop operating plans and schedules for geothermal operations.,Geothermal Production Managers,1,2.0,2.0,2,2,2.0,2.0
Develop or integrate control feature requirements.,Automotive Engineers,1,2.0,2.0,2,2,2.0,2.0
"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",Software Quality Assurance Analysts and Testers,1,2.0,2.0,2,2,2.0,2.0
"Develop performance standards, and evaluate work in light of established standards.",Computer and Information Research Scientists,1,2.0,2.0,2,2,2.0,2.0
"Develop processes or procedures for wind operations, including transitioning from construction to commercial operations.",Wind Energy Operations Managers,1,2.0,2.0,2,2,2.0,2.0
Develop program plans for individuals or assist in plan development.,Residential Advisors,1,2.0,2.0,2,2,2.0,2.0
"Develop rehabilitation programs for assigned offenders or inmates, establishing rules of conduct, goals, and objectives.",Probation Officers and Correctional Treatment Specialists,1,2.0,2.0,2,2,2.0,2.0
"Develop scope of work for wind project functions, such as design, site assessment, environmental studies, surveying, or field support services.",Wind Energy Development Managers,1,2.0,2.0,2,2,2.0,2.0
Develop specifications for vehicles powered by alternative fuels or alternative power methods.,Automotive Engineers,1,2.0,2.0,2,2,2.0,2.0
"Develop specifications for wind technology components, such as gearboxes, blades, generators, frequency converters, or pad transformers.",Wind Energy Engineers,1,2.0,2.0,2,2,2.0,2.0
Develop standards and guidelines for the use and acquisition of software and to protect vulnerable information.,Database Administrators,1,2.0,2.0,2,2,2.0,2.0
Develop work or security procedures.,First-Line Supervisors of Correctional Officers,1,2.0,2.0,2,2,2.0,2.0
"Develop, implement, administer, and evaluate personnel and labor relations programs, including performance appraisal, affirmative action, and employment equity programs.","Compensation, Benefits, and Job Analysis Specialists",1,2.0,2.0,2,2,2.0,2.0
"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",Market Research Analysts and Marketing Specialists,1,2.0,2.0,2,2,2.0,2.0
"Direct activities of workers who assist in arranging, cataloguing, exhibiting, and maintaining collections of valuable materials.",Archivists,1,2.0,2.0,2,2,2.0,2.0
"Direct and supervise curatorial, technical, and student staff in the handling, mounting, care, and storage of art objects.",Museum Technicians and Conservators,1,2.0,2.0,2,2,2.0,2.0
"Direct and train library staff in duties, such as receiving, shelving, researching, cataloging, and equipment use.",Librarians and Media Collections Specialists,1,2.0,2.0,2,2,2.0,2.0
"Direct and train other workers to change rolls, operate mill equipment, remove coils and cobbles, and band and load material.","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
"Direct or conduct surveys to establish legal boundaries for properties, based on legal deeds and titles.",Surveyors,1,2.0,2.0,2,2,2.0,2.0
Direct or provide home health services.,Advanced Practice Psychiatric Nurses,1,2.0,2.0,2,2,2.0,2.0
Direct rehearsals to instruct dancers in dance steps and in techniques to achieve desired effects.,Choreographers,1,2.0,2.0,2,2,2.0,2.0
Direct research of other teachers or of graduate students working for advanced academic degrees.,"Computer Science Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Discuss with planning officials the purpose of land use projects, such as transportation, conservation, residential, commercial, industrial, or community use.",Urban and Regional Planners,1,2.0,2.0,2,2,2.0,2.0
"Display students' work in schools, galleries, and exhibitions.","Art, Drama, and Music Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Dispose of radioactive materials and store radiopharmaceuticals, following radiation safety procedures.",Nuclear Medicine Technologists,1,2.0,2.0,2,2,2.0,2.0
"Do facility laundry and clean, organize, maintain, and disinfect animal quarters, such as pens and stables, and equipment, such as saddles and bridles.",Animal Caretakers,1,2.0,2.0,2,2,2.0,2.0
Document clients' progress toward meeting established treatment objectives.,Speech-Language Pathology Assistants,1,2.0,2.0,2,2,2.0,2.0
"Document data related to patients' care, including assessment results, interventions, medications, patient responses, or treatment changes.",Acute Care Nurses,1,2.0,2.0,2,2,2.0,2.0
"Document examination results, treatment plans, and patients' outcomes.",Physical Medicine and Rehabilitation Physicians,1,2.0,2.0,2,2,2.0,2.0
Document findings of physical examinations.,Nurse Midwives,1,2.0,2.0,2,2,2.0,2.0
Document or evaluate patients' medical histories.,"Ophthalmologists, Except Pediatric",1,2.0,2.0,2,2,2.0,2.0
Document or review comprehensive patients' histories with an emphasis on occupation or environmental risks.,Preventive Medicine Physicians,1,2.0,2.0,2,2,2.0,2.0
Document or review patients' histories.,Urologists,1,2.0,2.0,2,2,2.0,2.0
"Document patients' health histories, symptoms, physical conditions, or other diagnostic information.",Nurse Midwives,1,2.0,2.0,2,2,2.0,2.0
"Document patients' histories, including identifying data, chief complaints, illnesses, previous medical or family histories, or psychosocial characteristics.",Naturopathic Physicians,1,2.0,2.0,2,2,2.0,2.0
"Document patients' medical and psychological histories, physical assessment results, diagnoses, treatment plans, prescriptions, or outcomes.",Advanced Practice Psychiatric Nurses,1,2.0,2.0,2,2,2.0,2.0
Document patients' medical histories and assessment findings.,Critical Care Nurses,1,2.0,2.0,2,2,2.0,2.0
Document patients' medical histories.,Allergists and Immunologists,1,2.0,2.0,2,2,2.0,2.0
"Document patients' treatment plans, interventions, outcomes, or plan revisions.",Critical Care Nurses,1,2.0,2.0,2,2,2.0,2.0
"Document the performance, interpretation, or outcomes of all procedures performed.",Radiologists,1,2.0,2.0,2,2,2.0,2.0
"Draw cutting lines on material following patterns, templates, sketches, or blueprints, using chalk, pencils, paint, or other methods.",Upholsterers,1,2.0,2.0,2,2,2.0,2.0
"Draw details on outlined parts to indicate where parts are to be joined, as well as the positions of pleats, pockets, buttonholes, and other features, using computers or drafting instruments.",Fabric and Apparel Patternmakers,1,2.0,2.0,2,2,2.0,2.0
Draw markings or pin appliques on fabric to obtain variations in design.,Sewing Machine Operators,1,2.0,2.0,2,2,2.0,2.0
Educate staff in the use of mathematical models.,Operations Research Analysts,1,2.0,2.0,2,2,2.0,2.0
"Engrave and print patterns, designs, etchings, trademarks, or lettering onto flat or curved surfaces of a wide variety of metal, glass, plastic, or paper items, using hand tools or hand-held power tools.",Etchers and Engravers,1,2.0,2.0,2,2,2.0,2.0
"Engrave or stamp identifying symbols, letters, or numbers on products.","Molders, Shapers, and Casters, Except Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
Ensure that money collected is properly recorded and secured.,Correspondence Clerks,1,2.0,2.0,2,2,2.0,2.0
"Establish and maintain tendering process, and conduct negotiations.",Cost Estimators,1,2.0,2.0,2,2,2.0,2.0
"Establish functional or system standards to address operational requirements, quality requirements, and design constraints.",Computer Systems Engineers/Architects,1,2.0,2.0,2,2,2.0,2.0
"Establish goals, objectives, or priorities for wind field operations.",Wind Energy Operations Managers,1,2.0,2.0,2,2,2.0,2.0
"Establish or maintain patient profiles, including lists of medications taken by individual patients.",Pharmacy Technicians,1,2.0,2.0,2,2,2.0,2.0
Establish scientific or technical goals within broad outlines provided by top management.,Architectural and Engineering Managers,1,2.0,2.0,2,2,2.0,2.0
"Estimate costs associated with operations, including repairs or preventive maintenance.",Wind Energy Operations Managers,1,2.0,2.0,2,2,2.0,2.0
Estimate costs for environmental cleanup and remediation of land redevelopment projects.,Brownfield Redevelopment Specialists and Site Managers,1,2.0,2.0,2,2,2.0,2.0
Evaluate advertising and promotion programs for compatibility with fundraising efforts.,Fundraising Managers,1,2.0,2.0,2,2,2.0,2.0
Evaluate advertising and promotion programs for compatibility with public relations efforts.,Public Relations Managers,1,2.0,2.0,2,2,2.0,2.0
"Evaluate applications, records, or documents to gather information about eligibility or liability issues.",Compliance Officers,1,2.0,2.0,2,2,2.0,2.0
Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.,Treasurers and Controllers,1,2.0,2.0,2,2,2.0,2.0
"Evaluate the structure, efficiency, activities, and performance of government agencies.",Legislators,1,2.0,2.0,2,2,2.0,2.0
"Evaluate the use of technologies, such as global positioning systems (GPS), radio-frequency identification (RFID), route navigation software, or satellite linkup systems, to improve transportation efficiency.",Logistics Engineers,1,2.0,2.0,2,2,2.0,2.0
Examine invoices and shipping manifests for conformity to tariff and customs regulations.,"Transportation, Storage, and Distribution Managers",1,2.0,2.0,2,2,2.0,2.0
"Examine parts to ensure metal shades and colors conform to specifications, using knowledge of metal heat-treating.","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
"Examine patients using equipment, such as radiograph (x-ray) machines or fluoroscopes, to determine the nature and extent of disorder or injury.",Urologists,1,2.0,2.0,2,2,2.0,2.0
"Examine, inspect, and measure raw materials and finished products to verify conformance to specifications.","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1,2.0,2.0,2,2,2.0,2.0
"Examine, measure, and weigh materials or products to verify conformance to standards, using measuring devices such as templates, micrometers, or scales.","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1,2.0,2.0,2,2,2.0,2.0
Explain and demonstrate safety procedures and safety equipment use.,Passenger Attendants,1,2.0,2.0,2,2,2.0,2.0
Explain and demonstrate work tasks to new workers or assign training tasks to experienced workers.,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,1,2.0,2.0,2,2,2.0,2.0
Explain and demonstrate work tasks to new workers or assign training tasks to experienced workers.,First-Line Supervisors of Passenger Attendants,1,2.0,2.0,2,2,2.0,2.0
Explain assembly procedures or techniques to other workers.,Electrical and Electronic Equipment Assemblers,1,2.0,2.0,2,2,2.0,2.0
Explain fluid or tissue collection procedures to patients.,Phlebotomists,1,2.0,2.0,2,2,2.0,2.0
"Explain the operation of room features, such as locks, ventilation systems, and televisions.",Baggage Porters and Bellhops,1,2.0,2.0,2,2,2.0,2.0
Explain to clients the personal financial advisor's responsibilities and the types of services to be provided.,Personal Financial Advisors,1,2.0,2.0,2,2,2.0,2.0
Facilitate organizational development and change.,Industrial-Organizational Psychologists,1,2.0,2.0,2,2,2.0,2.0
"Feed or exercise animals or provide other general care, such as cleaning or maintaining holding or performance areas.",Animal Trainers,1,2.0,2.0,2,2,2.0,2.0
Feel plants' leaves and note their coloring to detect the presence of insects or disease.,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1,2.0,2.0,2,2,2.0,2.0
"Fill prescriptions, measuring medications and labeling containers.",Veterinary Technologists and Technicians,1,2.0,2.0,2,2,2.0,2.0
Fit and study garments on customers to determine required alterations.,"Tailors, Dressmakers, and Custom Sewers",1,2.0,2.0,2,2,2.0,2.0
Follow lesson plans designed by absent teachers.,"Substitute Teachers, Short-Term",1,2.0,2.0,2,2,2.0,2.0
"Forecast staff, equipment, and supply requirements, based on a master menu.",First-Line Supervisors of Food Preparation and Serving Workers,1,2.0,2.0,2,2,2.0,2.0
Formulate general rules that describe and predict the development and behavior of cultures and social institutions.,Anthropologists and Archeologists,1,2.0,2.0,2,2,2.0,2.0
"Formulate pricing policies for merchandise, according to profitability requirements.",First-Line Supervisors of Retail Sales Workers,1,2.0,2.0,2,2,2.0,2.0
Formulate pricing policies on merchandise according to profitability requirements.,First-Line Supervisors of Non-Retail Sales Workers,1,2.0,2.0,2,2,2.0,2.0
"Gather and maintain patient information and records, including social or medical history obtained from patients, relatives, or other professionals.",Psychiatrists,1,2.0,2.0,2,2,2.0,2.0
"Gather information from agents concerning the pay, dates, times, provisions, and lengths of jobs.",Models,1,2.0,2.0,2,2,2.0,2.0
"Guide stylus over template, causing cutting tool to duplicate design or letters on workpiece.",Etchers and Engravers,1,2.0,2.0,2,2,2.0,2.0
Identify and evaluate pilot projects or programs to enhance the sustainability research agenda.,Chief Sustainability Officers,1,2.0,2.0,2,2,2.0,2.0
"Implement grant-funded projects, monitoring and reporting progress in accordance with sponsoring agency requirements.",Recycling Coordinators,1,2.0,2.0,2,2,2.0,2.0
"Inform clients about tax benefits, government rebates, or other financial benefits of alternative-fuel vehicle purchases or energy-efficient home construction, improvements, or remodeling.",Personal Financial Advisors,1,2.0,2.0,2,2,2.0,2.0
Inform individuals and groups about the financial assistance available to college or university students.,Loan Officers,1,2.0,2.0,2,2,2.0,2.0
Inform workers about interests or special needs of specific groups.,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",1,2.0,2.0,2,2,2.0,2.0
Inform workers about interests or special needs of specific groups.,First-Line Supervisors of Passenger Attendants,1,2.0,2.0,2,2,2.0,2.0
Inform workers about interests or special needs of specific groups.,First-Line Supervisors of Personal Service Workers,1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate class discussions.","Engineering Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Agricultural Sciences Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Anthropology and Archeology Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Architecture Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Art, Drama, and Music Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Biological Science Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Business Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Chemistry Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Communications Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Computer Science Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Criminal Justice and Law Enforcement Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Economics Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Education Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","English Language and Literature Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Environmental Science Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Family and Consumer Sciences Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Foreign Language and Literature Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Forestry and Conservation Science Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Geography Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Health Specialties Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","History Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Law Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Library Science Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Mathematical Science Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Nursing Instructors and Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
"Initiate, facilitate, and moderate classroom discussions.","Philosophy and Religion Teachers, Postsecondary",1,2.0,2.0,2,2,2.0,2.0
